,Unnamed: 0,customer_id,product_id,star_rating
3533,55273,51521375,B001TOD7MY,5
3534,55278,32915217,B00K1JJWFO,5
3535,55311,42924527,B00P936188,2
3536,55333,29445576,B005HXFARS,5
3538,55386,51521375,B0002ZDIKW,5
3542,55436,15190190,B001TIG36C,5
3544,55471,10973371,B005FVNH0E,5
3547,55532,38367688,B003P92D9Y,5
3549,55546,23827314,B00NBEWB4U,5
3550,55557,46711946,B00FBQ84F6,5
3551,55562,32880812,B00TE3L2HE,4
3552,55602,44415368,B003P2UMQ2,5
3553,55604,14167469,B00408IF1Y,1
3559,55678,42896660,B00429N19M,5
3562,55694,51569193,B0038OMEQI,5
3563,55725,24471783,B00EJVVKPA,4
3565,55730,20678709,B009A6CZ26,4
3567,55739,29051188,B005GTO0DI,5
3569,55777,29051188,B00JHKSN5I,5
3570,55782,50364781,B001TH7GSW,4
3571,55786,48366472,B00NZ2I6QA,5
3572,55800,20430317,B00JHKSMJK,5
3573,55806,52938127,B00L1HMZ40,4
3574,55810,14167469,B00JHKSMG8,1
3576,55839,32522333,B003FGWF04,5
3577,55866,13398962,B00M1NEUKK,5
3578,55874,19358043,B00PTFERUK,5
3579,55880,32522333,B003QHXZM4,5
3580,55887,50471366,B005F20756,5
3581,55888,20430317,B00JHKSLM8,5
3582,55898,22616961,B00BCA4116,5
3583,55899,4692790,B00Q2VIW9M,4
3585,55913,13965221,B00B8PRRTS,5
3586,55920,23023961,B000HPX46U,5
3587,55933,15571781,B001B0GWVE,4
3589,55945,48336760,B00HZV9WTM,4
3590,55982,30568244,B00BD60BI6,5
3592,56022,23023961,B00DV1KFBY,4
3593,56068,48414849,B00JHKSN6C,5
3594,56075,22991894,B004AQFE42,4
3595,56077,53007183,B00H9643OW,5
3597,56084,52704231,B004PW3DKS,5
3598,56089,51383993,B00005N9D2,5
3599,56091,49835856,B00JJ519KC,5
3600,56104,23023961,B002SNB9XE,5
3601,56110,30917595,B003M8NVFS,5
3602,56131,30917595,B00PIWB2SO,5
3603,56136,47672356,B009RT90MY,5
3604,56142,13965221,B000J2EN4S,5
3605,56151,28603145,B003EM2WAW,1
3611,56259,30568244,B00B1VB0G0,4
3612,56273,51803276,B00GKEAQ2M,4
3614,56343,51802388,B00P9GYUE2,5
3616,56440,13728613,B007NKOC2W,5
3618,56498,26744665,B0009YJXMI,1
3619,56503,51803276,B00EWCUK1Q,5
3620,56516,52085059,B00G1BMGO0,5
3621,56549,846397,B002C3VCLE,5
3623,56562,50364781,B003O509PY,4
3624,56567,16970573,B004MMEI8W,5
3625,56576,52317717,B0077V8930,1
3626,56581,51027033,B00NC3SU6I,5
3627,56594,39661550,B00QFCNNV0,4
3628,56618,23545626,B00BGBU3X6,1
3629,56628,46640176,B00JHKSLM8,5
3630,56634,48952596,B00KT0ES54,5
3632,56651,30044309,B00KQFO12W,5
3634,56673,13402362,B007H3L24Q,4
3635,56680,13728613,B005E2YFE6,5
3637,56702,6038856,B005K96VE0,5
3638,56717,42288249,B003EM800S,5
3639,56722,43718592,B00B981F1U,5
3643,56745,10720347,B00OLKV5TK,5
3644,56761,29048072,B0046S54GC,1
3646,56775,27847511,B004GIDV58,4
3647,56781,20652984,B001BWXARG,5
3648,56784,28572924,B000068O48,1
3649,56802,51065576,B009L88JQY,1
3651,56836,50530418,B0006ADJXE,5
3652,56837,50530418,B001EYEM8C,5
3654,56872,47780717,B003PU4F8U,5
3657,56891,20096217,B00FJISZ1E,5
3658,56902,34462630,B0029ZDRSQ,5
3659,56907,33243041,B00HZN1WXE,2
3661,56921,46041462,B00MITLPX2,5
3662,56926,1013473,B004LRPXAU,4
3664,56939,40853696,B00NR77SL2,5
3667,56977,24426062,B001DKMO0A,2
3668,56991,14148041,B00JHKSN76,5
3670,57007,14148041,B005DJ7WR2,2
3671,57016,47389296,B00IEYHMPK,1
3672,57061,43396360,B004L0JI94,5
3673,57062,47396865,B0007P11M4,5
3675,57089,969090,B004HB2X4Y,5
3676,57098,52934129,B000FVVKQM,2
3677,57104,11958912,B00B8PRRTS,5
3680,57120,40997205,B00NJ2M33I,1
3681,57148,47396865,B00PVNIA6W,5
3682,57151,47042996,B000069EV0,5
3686,57173,37599606,B004XXQI1U,5
3687,57181,45783080,B008AT6DMC,4
3689,57198,33272721,B00CEJW0WQ,5
3690,57200,48803510,B00LAZ6RTW,4
3691,57215,27280729,B00LETAIAI,5
3692,57221,47970870,B00M50FLWK,4
3693,57224,34380290,B001HV20Z4,5
3696,57261,12300375,B005K96VE0,5
3697,57265,26161688,B006T65CXE,4
3699,57279,5407282,B007R9B0UQ,5
3701,57302,45165051,B00DTZNCCQ,1
3702,57311,12300375,B0000EZ1KK,5
3703,57320,51069556,B00DFQ2G5S,4
3704,57332,14351033,B004B3GO9I,5
3706,57344,11750314,B000MXWSWI,5
3707,57351,50114534,B009WV8LC2,4
3708,57352,51186096,B000AX85CW,4
3709,57353,20205824,B005ONOX2E,5
3710,57392,27280729,B0014KKV7W,5
3711,57393,12300375,B00J356C0K,5
3712,57407,13792727,B008D6YZXG,5
3714,57428,20205824,B00IK2OQM8,5
3716,57449,45724506,B00HHTD1Q2,4
3717,57453,46355961,B00CDGSNL2,4
3718,57479,16096216,B007S6U14E,5
3720,57496,45165051,B00KW2ZDHQ,5
3721,57505,12300375,B008TJSWTU,5
3722,57511,38972933,B0052SCU8U,5
3723,57517,51200819,B00M5A7L14,5
3725,57539,37098279,B006LEDZX8,1
3727,57595,30279770,B00LAA45PA,5
3729,57641,25525972,B000JEACFK,5
3730,57678,13028032,B00MXCIK32,5
3731,57683,52638904,B0002KVQBA,4
3732,57705,11460286,B00SL9XUZE,5
3733,57713,33705415,B00B7X2OV2,5
3734,57726,52532594,B00LAA45PA,4
3736,57761,35714911,B005E2YFT6,5
3738,57800,35223876,B00JHKSMJK,5
3739,57806,51271983,B003P92D9Y,5
3741,57880,12622413,B000F28DP2,5
3743,57897,27406,B000LRLV82,5
3745,57918,53017496,B003N9SR00,4
3746,57957,14379422,B004EBX5GW,5
3747,57971,16991439,B007HISSXE,4
3748,57988,13028032,B00G40CZUI,5
3749,58016,37282345,B00OG7VW64,4
3750,58037,21228014,B00465XLWO,5
3752,58064,11636224,B0000513US,5
3754,58077,52059620,B00IBSBBK6,5
3755,58082,26298725,B00JSLXPUE,5
3756,58105,863323,B00J0XR11E,5
3758,58125,48238059,B005YHC4LW,4
3759,58134,16297869,B00GH92V8C,5
3760,58145,21228014,B00I482L2K,5
3761,58148,29166262,B0097BEE9Q,5
3763,58211,16991439,B00DVH265G,1
3764,58217,19294183,B008FSTU4G,5
3765,58263,45426068,B00FSA8VQ2,5
3767,58266,48502881,B00M1NEUKK,5
3768,58268,13894931,B008D7VJ5M,2
3769,58282,24027110,B00LGQ6HL8,4
3770,58294,16297869,B0051YCQ8E,5
3771,58316,52338353,B001C3GQNE,5
3773,58333,13482039,B00FSDFF9K,5
3775,58349,51501570,B00N05RL22,5
3776,58350,26484583,B00E3AKFA8,4
3777,58366,49677531,B005HP3PNM,4
3778,58383,32038204,B00CWNMW1S,5
3779,58385,51501570,B00JHKSN76,5
3780,58414,52804883,B00KM4RF5M,5
3781,58440,29550739,B00DJCBBZE,5
3785,58482,52224246,B00J7EY1Z0,5
3786,58495,12615339,B00SLUI5SA,4
3787,58499,51086526,B002E9HHYM,1
3789,58523,52959289,B003DX0S2Q,5
3790,58548,19659088,B00IMOSV5M,5
3791,58556,52959289,B001V5CHRC,5
3792,58557,53046587,B00HZE2WW8,4
3796,58574,32915217,B00ANCA1SQ,5
3799,58585,52826883,B005GTO0DI,5
3802,58592,39181922,B0016OEV7C,5
3804,58642,16791219,B00HHFBEK6,5
3806,58653,49447505,B00GTVV3NM,5
3807,58676,50144088,B00J30GXW2,5
3808,58679,12841178,B00OEPCHL2,1
3809,58684,52406082,B00LBKUS0K,5
3812,58715,29324680,B00FJILVDS,5
3813,58741,52959289,B00BEIC3DO,5
3814,58757,50144088,B000OG4E1G,5
3815,58819,20300796,B00LN0O0C0,2
3816,58825,52403783,B000COZ504,5
3818,58842,4116393,B0016OEV7C,4
3819,58843,42661861,B0078ZZ5PA,5
3820,58846,18115405,B00ESM40KC,1
3821,58851,14809102,B003L1ZYYW,4
3822,58852,48744454,B003ELYQJI,5
3823,58860,47827059,B00KFDPCVY,2
3825,58875,48744454,B006RDXFOW,5
3829,58922,17695664,B001TIG36C,5
3831,58959,13568915,B00E36W0LY,1
3832,58983,50953843,B00E1TOT9Y,5
3833,58989,47025635,B005T3LKKM,4
3834,59004,25779405,B003ETW2F0,5
3838,59047,14795869,B00N9KHWDQ,5
3841,59066,42959456,B000WYVBR0,5
3842,59072,53048945,B000083KIH,5
3843,59125,15031543,B00OUAIYRC,2
3844,59126,19269739,B00LAA45PA,4
3845,59150,48744454,B00CMNZH1A,1
3846,59163,13393918,B00EWCUK1Q,5
3848,59176,21354151,B00MFDX4YO,5
3850,59189,41662298,B000JE9LD4,5
3851,59192,51931086,B008I91MRU,5
3852,59193,36732328,B00DHHMOUW,5
3854,59212,3816466,B00DII5B0K,5
3856,59251,10965808,B00005T3BD,5
3861,59333,19571003,B00J2BR9C0,5
3863,59341,9917603,B00JHKSL28,5
3864,59373,37294288,B00O2Y2MZG,5
3865,59479,19571003,B00BIQER0E,4
3866,59488,28133136,B00MY6JUVI,5
3867,59513,18261665,B00ILH7KJI,5
3868,59523,33478310,B000TMIGDM,5
3877,59610,52383808,B00E952WPS,4
3879,59631,17007416,B00H9643OW,5
3880,59675,25403494,B00LOL7HDC,5
3881,59681,16441284,B00O5XUJHW,2
3883,59709,51677389,B00JHKSN4O,5
3885,59719,51345413,B004UR486G,5
3887,59739,11697901,B004444OFK,4
3888,59750,52971250,B000VRREPG,5
3889,59752,43149769,B001X76N4Q,4
3893,59790,51345413,B004UR487A,1
3894,59806,41395824,B004RB7ATC,5
3895,59811,52304188,B00JHKSN5I,5
3896,59821,23465123,B00O2Y2MZG,4
3900,59877,42036915,B003L1ZYYM,2
3901,59880,50119017,B00JHKSMJK,5
3903,59887,16785145,B004ELA0QU,5
3904,59891,12680516,B00KUSZ81S,5
3905,59897,37815655,B008EPW7TA,1
3907,59917,30178642,B00OS7VO2Y,5
3908,59922,5339847,B00CAY3WP4,5
3910,59971,51345413,B00CHHCD0E,5
3912,60008,15852256,B00KGMYQ70,4
3913,60010,5339847,B00FN5S6ZI,5
3917,60043,42126197,B00E3FHXYO,5
3919,60048,25518197,B00IIMXATU,4
3920,60053,41069273,B00JL3XL2G,5
3922,60122,32445519,B00GNVJ8IU,4
3923,60164,15962957,B0002J2BBU,5
3924,60186,1398089,B00DI33YNQ,5
3925,60199,51224709,B004F9LVXC,5
3926,60210,20507636,B000P0S7UK,1
3927,60224,13159236,B00BSYCZZ0,2
3928,60238,43396360,B003FBQKZ0,5
3929,60245,52959289,B00149XUZS,5
3930,60252,32445519,B002MKZTLG,4
3931,60258,37761236,B007RH5GZI,5
3932,60273,51408935,B00838GCSK,1
3933,60297,52859210,B00IX17RZY,5
3937,60329,18232037,B007VEQ2UU,5
3939,60365,20889887,B00IQ0SE22,5
3941,60370,44796931,B00LIBRKQM,5
3942,60372,47064803,B00IRK0B2W,2
3944,60378,16756831,B006RUIWC0,5
3945,60379,36032641,B00PW3BKZY,5
3946,60407,49880034,B00SFXDSVC,5
3947,60413,33567204,B00NSUQ9B8,5
3949,60454,52686032,B00DUKO3KA,5
3950,60460,14826434,B00OGQMXSQ,5
3951,60475,14333221,B00JY8P46Y,4
3952,60478,50919445,B000K67U52,4
3954,60492,51256699,B00NJ2M33I,5
3957,60500,40617498,B00HHFBEK6,4
3958,60502,29244978,B00OJLNEOU,5
3959,60508,40617498,B00DS1QRQY,4
3961,60521,31308941,B00KQDCYE6,2
3964,60558,26243883,B000I3F91O,5
3965,60563,51147170,B008JGR9MO,2
3969,60600,13671861,B003EM800S,5
3970,60607,29926736,B001OBV7T2,4
3971,60676,35151201,B00IF70TO2,5
3973,60708,51243275,B00025HIO4,4
3974,60709,4867251,B00MCVPETC,5
3975,60724,4867251,B00FJRPD8I,4
3976,60731,18567972,B009TZTGWK,5
3977,60743,39064682,B004RE3YNA,4
3978,60771,13452579,B00E7H8GG2,5
3979,60780,45693766,B00HHFBEK6,5
3980,60783,40617498,B00E7H8GG2,4
3981,60822,13877025,B001KC579Q,5
3982,60861,16139045,B00IF70R7Q,1
3983,60868,42635218,B000B525DY,4
3984,60882,48701956,B00F0W7BVY,5
3985,60917,13167581,B003EEMDMC,5
3986,60957,10987351,B000F938BE,5
3988,60967,52235752,B00PQ2UVHY,4
3989,61015,40888222,B00CWNMW1S,5
3990,61019,9916736,B00LZONPF2,5
3991,61021,27484097,B00890YNBK,5
3992,61068,49514993,B00IEYHMIM,4
3993,61075,12680958,B00QMTI6YK,5
3994,61087,48238059,B00BQO4TXS,5
3996,61111,48238059,B00OX6WUAA,5
3997,61125,40617498,B0002KVQBA,4
4000,61225,49514993,B00006B81D,5
4001,61240,52228641,B00NBEWB4U,5
4003,61268,36985043,B00LEFYISA,5
4006,61346,20785138,B000F9YN2M,5
4009,61371,35362490,B005P12QME,5
4011,61389,34842534,B00E7H8GG2,5
4012,61393,31013430,B00FIL2DO2,5
4013,61397,34842534,B004YDUZ22,5
4014,61402,17358997,B00R1HS066,5
4015,61458,3378151,B005N8W1TM,4
4016,61479,52934129,B00P20CD44,5
4018,61506,34842534,B00721Z1AE,5
4022,61541,12812497,B00OG7VW64,5
4023,61545,32248016,B007R6HUBM,1
4025,61584,51806564,B00OJZOOLI,5
4026,61619,43468355,B006MA9XXM,5
4027,61623,44796650,B001DFTGR4,5
4028,61629,52944999,B005T44LES,2
4030,61659,52037171,B003P2UMS0,5
4031,61668,52841075,B00FJISZFK,5
4034,61717,25973467,B000LNI5VC,5
4036,61731,42663998,B0026COIQ2,5
4037,61734,50165992,B00EPDMDZ8,5
4038,61766,45483637,B00JHKSL28,5
4039,61775,20121786,B00O7UJY10,1
4040,61788,15461244,B000EUFJXE,5
4042,61818,16528716,B004NRVUMI,5
4044,61883,23968074,B00HFYGQHU,5
4045,61890,49898769,B00JHKSN76,5
4046,61939,13697496,B0006PIR8Q,5
4047,61944,5339847,B00EJVVKPA,5
4048,61965,52911660,B003L1ZYYM,2
4050,62002,9019174,B003QHXZM4,5
4051,62034,32170938,B0000AI0N1,4
4052,62043,45026971,B00N11CKMG,4
4053,62067,43563478,B00066HOPM,5
4054,62078,14796301,B00N8265I8,4
4055,62102,32865375,B004OVECU0,5
4056,62105,18960828,B003P92D9Y,5
4057,62133,22362734,B002MVH7EC,5
4059,62195,14090109,B00BD60BI6,5
4062,62238,49414994,B00HYH7HXA,5
4063,62286,18960828,B000WOVD1Y,5
4064,62296,12723144,B00I3OXBVA,5
4065,62318,44349612,B009IUIV4A,5
4066,62324,45026971,B00DM445KM,5
4067,62328,52848969,B00FF0MJXG,5
4068,62337,44890462,B00ELGA23E,5
4069,62352,51786514,B0049S6ZUS,5
4070,62354,19995963,B000X1TS54,4
4071,62371,20135059,B00E7H8GG2,5
4072,62381,47407021,B00A4DD3DO,4
4074,62409,42777881,B0015DYMVO,1
4076,62415,20270262,B007VTXUJ6,5
4077,62423,41395824,B003U46SWC,5
4079,62465,25973467,B00428AISA,1
4081,62515,50885600,B001TK9SEE,5
4082,62526,24946448,B00KCRYIWM,5
4083,62543,25518197,B008BWIBZA,5
4084,62544,13152478,B00O17LP48,5
4085,62552,50471366,B00DQ0A0Z6,5
4086,62554,25344323,B00631YX62,5
4087,62559,14510294,B00HZV9WTM,5
4088,62571,50343142,B000HPV3RW,1
4090,62593,52841075,B00A7GIIWY,4
4092,62638,985647,B00KX3D51K,5
4095,62705,25973467,B001A9ST2G,4
4098,62816,46469270,B00P9GYUE2,5
4099,62829,14796301,B00KGA6A8A,5
4100,62836,38584336,B0069LY4KG,5
4101,62863,12675625,B00HWERZN2,5
4102,62865,49919134,B004OVECU0,5
4103,62878,50602799,B00MCVOILM,4
4104,62884,3445512,B0002ZPJZY,5
4105,62898,46469270,B001E5VZFE,5
4106,62903,30667990,B000VRREPG,5
4107,62909,21340177,B002B8WVVU,5
4110,62929,48923574,B0043M6668,5
4111,62943,51155893,B001202C44,4
4112,62960,52444161,B006RG23JC,4
4114,63015,38584336,B000VRREPG,5
4115,63053,15411129,B003ELYQJI,5
4117,63080,12675625,B00CAY3WP4,5
4119,63087,36220246,B003IWKTMG,5
4121,63109,11763869,B007G92ESE,4
4123,63155,15794183,B00C7JIBN0,4
4124,63178,14706817,B003FBQKZ0,5
4126,63199,38584336,B003Z4PPSU,5
4127,63205,46144136,B009346RSS,4
4129,63245,52158819,B00LN0O0C0,4
4130,63265,30965179,B00JC9J2NQ,5
4132,63295,42491911,B00KFGKKR2,4
4133,63296,31488789,B007VEQ2UU,5
4134,63310,50715958,B00O9PMNZM,5
4137,63374,47424514,B00JC9J2NQ,5
4139,63413,43776272,B00965J7HM,5
4140,63421,33926223,B00D5Q75RC,2
4141,63435,15347487,B008KVUAGU,4
4142,63450,8812190,B008VMT2HQ,5
4144,63457,51979649,B00N3RFJDU,5
4147,63509,42914612,B00HQYJ2RK,5
4151,63543,31488789,B008VMT2HQ,5
4152,63551,52714268,B0097CY4NQ,4
4155,63589,49583453,B000EUFJXE,4
4158,63622,15370832,B00DS1QRQY,1
4159,63624,43716920,B00O96P95M,5
4160,63627,49622675,B0024R4B5C,5
4161,63632,11904506,B00ESM3JUY,4
4162,63657,51655529,B00IEYHMIM,5
4165,63715,23723634,B003JHJL38,5
4167,63770,51775594,B00MITLPX2,5
4168,63772,43396360,B007TSX4QI,5
4169,63773,39457152,B007ZG32I4,4
4170,63822,19276289,B00A3RVNXI,5
4171,63828,49926011,B004RF9X70,2
4172,63851,49675941,B00009K087,5
4173,63876,52277000,B00176T9OY,4
4175,63931,12650129,B0031APPM4,5
4176,63948,47372717,B005MX3958,1
4177,64007,13278961,B000T8PTLI,4
4178,64013,28236501,B002RLQXBU,5
4179,64019,13159236,B00QMTI6YK,5
4180,64060,49006103,B000FBPH52,5
4183,64108,12677621,B008VMT2HQ,5
4185,64148,48057403,B00KZ2ZQE8,5
4187,64162,22875823,B009OBCAW2,5
4188,64163,13965221,B00SEHHYCS,2
4190,64186,17916546,B00IEYHMIM,4
4192,64220,50249943,B000HPZ954,4
4194,64266,13976417,B001J1LG2U,5
4197,64318,43743386,B008CWH8RQ,5
4198,64379,18624471,B00447ZOCE,4
4199,64387,16704125,B00GRZOFC6,1
4200,64393,17998888,B00006BBAC,5
4201,64409,16791219,B00N8265I8,4
4206,64504,52885369,B000Z80ICM,2
4207,64513,19623537,B0014T7W8Y,4
4208,64516,50410798,B006O711V0,5
4209,64518,37815655,B00BAOX6EC,5
4210,64540,20162646,B00IQ0SE22,5
4213,64596,36985043,B00429N19M,5
4217,64651,20162646,B00LN0O0C0,5
4218,64663,46077515,B0046A8R5A,5
4219,64681,52444161,B009DNLP18,5
4220,64686,34578229,B00FSA8VQ2,2
4223,64753,50410798,B006O711RE,5
4224,64757,2171330,B003NS0UUQ,4
4227,64810,12442653,B00TYE9RHU,5
4228,64821,23036121,B003OC6LWM,5
4229,64833,14683305,B00N11CKMG,5
4230,64855,48782849,B00IE5C6LO,5
4231,64879,50247563,B009W8EWOG,5
4232,64882,51984414,B004LTEUDO,2
4233,64896,51780547,B007B9NXAC,5
4234,64936,25733048,B00BLGUKDE,5
4235,64958,4922373,B0053QEJHG,5
4237,64961,19137486,B00IUUN6L2,5
4238,65017,14755016,B00LOL7HDC,5
4239,65044,36165471,B0066AZB9S,5
4240,65077,20135059,B00O17LP48,5
4243,65110,19992733,B00B5QNGN6,2
4244,65121,19137486,B00KGA6A8A,5
4245,65151,51780547,B000G6M916,4
4246,65155,25733048,B000GU78Z4,5
4248,65195,15406034,B0009YJXMI,1
4249,65200,13704322,B00KO99GB6,4
4250,65214,27847511,B00DIFIO8E,5
4251,65245,38325250,B002JGXNHU,5
4253,65272,50144867,B007S6U14E,4
4256,65292,44334983,B00K3OP77Y,5
4257,65303,39342839,B00OEPCHL2,5
4261,65397,37967393,B00NUI45AU,5
4262,65402,12826925,B002S4027C,4
4263,65406,30257661,B00BQO5S0G,5
4266,65413,14321699,B00DTZNCCQ,2
4267,65416,45483637,B00NR77SL2,5
4268,65420,4380476,B003N3G7PS,5
4270,65468,37967393,B009JMDD9U,5
4271,65473,34458264,B00112JX68,5
4274,65497,52499635,B00GSQ4DBM,5
4275,65505,25089961,B001AVRD62,5
4277,65535,23781036,B001F7AHOG,5
4282,65636,37340739,B004YI9NTS,5
4284,65644,12533581,B00KL7C10O,5
4286,65668,51339975,B00684D77A,4
4287,65680,44408312,B00O2Y2MZG,5
4288,65681,48773913,B00EIF0E0Y,5
4290,65710,26302174,B00E7H8GG2,5
4293,65721,23032394,B00J7EY1Z0,5
4294,65743,21518593,B00CIQ7NXQ,5
4295,65744,52028183,B0046A8R3M,4
4297,65750,49489569,B001EKCGT8,5
4298,65769,15482244,B00INHG5QA,5
4299,65770,13050525,B00F6PRSMW,5
4301,65803,49489569,B00176T9OY,4
4302,65821,52868767,B00MZ88YGC,5
4303,65825,39894826,B00004Z0C7,5
4304,65826,13843934,B007RH5GZI,5
4307,65884,23032394,B009LQT3G6,5
4308,65895,21178347,B009S333U4,4
4309,65900,10069983,B00E5Z3R6A,5
4310,65912,39894826,B00QM8V576,4
4311,65936,32607220,B0012S4APK,5
4312,65940,52319320,B005LJQOPK,5
4313,65942,49489569,B001GTT0VO,5
4314,65950,49489569,B0025PKFUI,5
4315,65962,49489569,B000QZ001I,5
4316,65966,49988907,B00I9ICVZW,4
4317,65969,14414810,B00IGDHTXY,5
4318,65974,18299007,B002VPDOH8,5
4319,65978,622343,B009S331VU,5
4320,65987,14552856,B00NO55XV4,5
4321,66020,39894826,B00EKTN01S,5
4322,66021,52028183,B000WX5FB4,5
4323,66022,28021023,B0029ZDRSQ,5
4326,66080,50501448,B00DQN3R9O,4
4327,66104,17253812,B00F54Y6GU,5
4328,66129,37896149,B009L1L4TK,5
4330,66139,13759783,B00O2Y2MZG,5
4331,66155,52007004,B001I25ZWM,5
4333,66174,33071338,B00814NSQ0,2
4334,66188,28021023,B00KQ2L9NY,5
4335,66191,34849516,B00F2ASYCO,5
4336,66197,32923978,B009JJKZSK,5
4337,66203,38477564,B00KYTNU9U,5
4338,66207,52704231,B009AYLDSU,4
4339,66211,50119017,B00LZGBU3Y,5
4341,66222,45493647,B00CALM2JY,5
4344,66259,32607220,B008ZZ1NH6,5
4347,66285,14333221,B00MFDT894,4
4349,66328,33071338,B002CTV060,1
4352,66360,36268625,B00IN2S072,1
4353,66377,30108502,B00IX17RZY,5
4355,66406,32244357,B00ILCS11E,5
4356,66409,38804184,B009W8EWOG,5
4357,66422,44304276,B005SUM1PO,4
4358,66428,45947575,B00C2MQSDC,1
4361,66450,41155746,B00HJEHBN4,5
4362,66486,42687685,B00CF4G7JC,4
4363,66499,19999618,B00LGYPK2C,5
4364,66564,52983765,B00NERV1JK,5
4365,66610,19999618,B008TJSWTU,5
4367,66616,41104271,B00DHKKI16,1
4368,66618,52415818,B00CRN3D98,5
4369,66644,13189279,B00JPJ33MO,5
4370,66660,52415818,B0042PHXOA,5
4372,66699,50189155,B00176T9OY,5
4374,66761,33253248,B00J30GXW2,1
4377,66817,46302205,B00GWSY8GQ,5
4379,66824,36728183,B00EIB70N2,1
4382,66881,27603380,B00FX6ST8G,5
4383,66945,22964406,B00DNGTUAE,5
4384,66955,23578211,B00KGK2VGK,5
4385,66956,33611982,B0002TUDKG,4
4386,66961,44471416,B00QKD4V4C,5
4387,66972,18883135,B00HZV9WTM,5
4389,66981,14721339,B00CILJB0E,5
4392,67024,52263513,B00E952W76,5
4395,67146,9470865,B003O509PY,5
4396,67151,36582489,B00MCVPETC,5
4397,67160,33483412,B00N3RFCBE,2
4398,67195,39457152,B003L1717K,5
4399,67252,29048072,B008KVUAGU,4
4400,67257,32187006,B003O55U8K,5
4401,67263,52968279,B00788735C,5
4402,67276,40130730,B003ZVRU1S,5
4403,67284,27546908,B00K1JJWFO,5
4404,67287,51836894,B00M7XZPKI,5
4405,67296,26059054,B00IM6WPHU,5
4408,67331,31904950,B00M3NZDN6,5
4410,67335,15281503,B00IQ0SE22,5
4411,67337,38965456,B009EIUH6G,4
4412,67347,15281503,B00LN0O0C0,5
4413,67348,21590528,B00NCSIN4W,5
4414,67353,51067828,B00L5FYBRW,5
4415,67356,52489746,B004HIN97M,5
4417,67399,52704231,B00ATZJ606,4
4418,67407,26498296,B00JHKSMIG,5
4419,67410,52059612,B004LRPXAU,5
4420,67421,14331761,B004AF9II6,5
4421,67444,2155592,B00SLVB71Q,5
4422,67452,52489746,B006BUVOZ8,5
4423,67469,11725733,B009S331VU,5
4424,67486,23643304,B004TXS1JG,5
4425,67493,10693198,B00N0D0GZS,5
4426,67497,32421350,B00AXY9CF2,5
4427,67503,12812497,B00FC2R81A,1
4429,67523,30160665,B002HWJT1A,5
4431,67554,38965456,B000TXNS6G,5
4432,67565,40130730,B003L13A7K,4
4433,67587,52019940,B003L1719I,1
4434,67593,17213413,B003EM8008,5
4435,67594,12138311,B007Z7KROK,5
4436,67597,39338642,B00EB7812C,1
4437,67598,34399664,B00TYE9RHU,5
4438,67611,52018030,B0085H18W4,5
4439,67615,32660720,B00JHKSL28,5
4440,67642,18654059,B004WODP20,4
4441,67663,15068086,B00C2C8NEY,5
4443,67699,14970921,B008KVUAGU,5
4444,67704,17546647,B004H9C4JK,5
4445,67758,45876987,B0042A8CW2,5
4447,67780,43560477,B0093N20D0,5
4448,67820,48249617,B00BMQ55VA,5
4451,67864,25177691,B00JDYE1Q8,5
4452,67875,10693198,B00OM21W1I,1
4453,67885,40518150,B00HCMZ1OY,2
4454,67905,15178546,B000OITAPE,5
4455,67914,17327337,B00DIFIP06,5
4456,67919,38920609,B00JK6MQEI,5
4457,67933,10608038,B008KVUAGU,5
4458,67940,46612868,B0024R4B5C,5
4459,67964,36241094,B00A2QJVRK,5
4460,67993,44145804,B00862522A,5
4461,67995,12605189,B00AWRPIWQ,5
4462,67997,12998089,B00JHKSN76,5
4465,68011,40071775,B0042A8CW2,5
4466,68031,12605189,B00KYTNU9U,5
4467,68035,6275824,B009A6PJKQ,5
4468,68049,20644679,B00QTE4I9U,5
4469,68055,37613662,B000B7NCRU,5
4471,68070,35861677,B00JHKSN6C,5
4472,68071,38387206,B00H9642JS,1
4473,68087,6275824,B003VJ9RP6,5
4475,68107,49093878,B005HJWWW8,4
4476,68130,29863275,B00OLNX4BE,5
4477,68136,25045377,B00OX6WUAA,5
4478,68154,28909373,B000BONJXU,5
4481,68212,17213924,B00KUJ2DRO,5
4482,68217,38273446,B00M5A7L14,5
4484,68231,15277728,B000OL3QTW,5
4485,68254,23036121,B00JST4VHW,5
4487,68278,4380476,B0098QQOMK,5
4489,68322,23798857,B0012S4APK,4
4491,68364,52865553,B00KHXWZHQ,5
4492,68365,52506141,B00HZV9WTM,5
4494,68376,51180923,B00A7JEP5K,4
4497,68394,14464095,B00ES2BQ7M,5
4499,68404,46674262,B003EM8008,5
4501,68414,40251838,B003O509PY,1
4503,68474,50736733,B0000A1WGL,5
4505,68489,29662514,B00EWCUK98,5
4506,68508,15211483,B00IF70TO2,5
4507,68522,30511266,B002778F88,5
4510,68570,52168446,B009K6ULV8,5
4511,68573,49074173,B00BLGUKBQ,5
4513,68583,43978549,B0039L3P86,5
4514,68587,50910101,B00DII5B0K,4
4515,68608,19951707,B00MQDBRJW,5
4516,68637,30109087,B00ESYV5CQ,4
4517,68648,23802020,B0002L5R78,5
4518,68660,7847167,B00PGQLBEW,5
4519,68665,31770842,B00BBQH9Z6,4
